epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,106.145,1.69272,5.03515,1.07706,0.47222,0.33981,0.28126,0.0994,1.74748,1.93974,1.13537,0.000665331,0.000665331,0.000665331
2,209.895,1.84325,2.21512,1.16788,0.32615,0.25243,0.18388,0.07511,1.83422,2.45601,1.28469,0.00130562,0.00130562,0.00130562
3,312.752,1.79899,2.06515,1.14814,0.46116,0.23301,0.24008,0.11623,1.65067,2.26974,1.08455,0.00191952,0.00191952,0.00191952
4,415.371,1.80013,1.84614,1.15299,0.53701,0.24757,0.25132,0.11738,1.80426,2.16058,1.18862,0.0018812,0.0018812,0.0018812
5,517.783,1.69129,1.82352,1.09833,0.55749,0.37864,0.42384,0.19581,1.62493,1.59283,1.12326,0.0018416,0.0018416,0.0018416
6,620.399,1.74686,1.86075,1.16505,0.59407,0.29839,0.37734,0.17878,1.68009,1.60983,1.13046,0.001802,0.001802,0.001802
7,722.728,1.71406,1.65629,1.11399,0.48319,0.39806,0.38888,0.17913,1.56718,1.64339,1.07643,0.0017624,0.0017624,0.0017624
8,825.034,1.77599,1.71349,1.15667,0.44456,0.32524,0.32173,0.13253,1.59971,1.61961,1.0892,0.0017228,0.0017228,0.0017228
9,927.671,1.68691,1.54685,1.07851,0.48701,0.36869,0.42528,0.21695,1.5358,1.48677,1.08795,0.0016832,0.0016832,0.0016832
10,1030.4,1.66025,1.60337,1.07737,0.58396,0.40777,0.43517,0.207,1.4662,1.49594,1.05206,0.0016436,0.0016436,0.0016436
11,1132.95,1.54665,1.40087,1.00824,0.65885,0.45631,0.49041,0.23004,1.54607,1.53534,1.08482,0.001604,0.001604,0.001604
12,1235.39,1.60385,1.49142,1.05536,0.57993,0.41262,0.44739,0.22225,1.48631,1.42918,1.06637,0.0015644,0.0015644,0.0015644
13,1337.69,1.61711,1.50393,1.0645,0.57818,0.34951,0.41516,0.18393,1.59428,1.52053,1.07525,0.0015248,0.0015248,0.0015248
14,1439.88,1.63037,1.36222,1.05473,0.51677,0.49837,0.50574,0.23921,1.44862,1.308,1.02337,0.0014852,0.0014852,0.0014852
15,1542.36,1.57992,1.36911,1.03667,0.64282,0.47087,0.51733,0.2539,1.4235,1.35035,1.01163,0.0014456,0.0014456,0.0014456
16,1644.93,1.5253,1.36026,1.00687,0.46192,0.46117,0.4658,0.21116,1.49491,1.30892,1.02943,0.001406,0.001406,0.001406
17,1747.12,1.53248,1.34998,1.0123,0.60146,0.41027,0.46585,0.22687,1.42401,1.49722,1.00448,0.0013664,0.0013664,0.0013664
18,1849.41,1.45498,1.34242,0.9915,0.62924,0.51942,0.54557,0.27508,1.44869,1.1937,1.01115,0.0013268,0.0013268,0.0013268
19,1951.74,1.49865,1.39151,1.01111,0.52902,0.39806,0.45282,0.22795,1.52066,1.48785,1.05786,0.0012872,0.0012872,0.0012872
20,2053.98,1.48476,1.36491,1.05019,0.62212,0.3835,0.50398,0.25768,1.48377,1.55424,1.02939,0.0012476,0.0012476,0.0012476
21,2156.21,1.46462,1.2725,0.9867,0.60508,0.4466,0.48987,0.24822,1.49819,1.34839,1.05035,0.001208,0.001208,0.001208
22,2258.29,1.44847,1.28294,0.95498,0.70876,0.38835,0.47016,0.25481,1.41982,1.33362,1.02235,0.0011684,0.0011684,0.0011684
23,2360.57,1.42438,1.31508,0.95665,0.61501,0.47087,0.54143,0.26997,1.48205,1.38699,1.01649,0.0011288,0.0011288,0.0011288
24,2462.78,1.41516,1.15116,0.99014,0.65373,0.52427,0.57379,0.27426,1.54295,1.2072,1.07065,0.0010892,0.0010892,0.0010892
25,2565.22,1.44334,1.27917,0.98005,0.50737,0.50485,0.51546,0.2394,1.46455,1.18747,1.02529,0.0010496,0.0010496,0.0010496
26,2667.68,1.44276,1.20152,1.00175,0.61061,0.48719,0.56078,0.26887,1.41591,1.16891,1.00253,0.00101,0.00101,0.00101
27,2769.96,1.43004,1.15405,0.94304,0.57418,0.51711,0.53645,0.27438,1.42152,1.24509,0.99001,0.0009704,0.0009704,0.0009704
28,2872.2,1.44153,1.19908,0.99219,0.63619,0.50933,0.55873,0.29175,1.40443,1.14541,1.00631,0.0009308,0.0009308,0.0009308
29,2974.48,1.43936,1.1413,0.99109,0.66198,0.42782,0.51009,0.2341,1.46256,1.31345,1.02816,0.0008912,0.0008912,0.0008912
30,3076.62,1.4559,1.11155,0.97858,0.64909,0.53875,0.55587,0.28461,1.45891,1.1716,1.05366,0.0008516,0.0008516,0.0008516
31,3179.24,1.47031,1.20861,0.97406,0.63484,0.4473,0.51494,0.25926,1.43216,1.41962,1.00042,0.000812,0.000812,0.000812
32,3281.65,1.41754,1.12962,0.98311,0.62707,0.54688,0.56122,0.28897,1.44211,1.17078,1.01699,0.0007724,0.0007724,0.0007724
33,3384.17,1.36764,1.1009,0.92654,0.66693,0.58252,0.59968,0.29521,1.4023,1.08195,0.99452,0.0007328,0.0007328,0.0007328
34,3486.35,1.3458,1.05381,0.93183,0.65812,0.54369,0.58279,0.30387,1.39398,1.12616,1.00062,0.0006932,0.0006932,0.0006932
35,3588.48,1.35129,1.07149,0.94447,0.63292,0.46602,0.54575,0.27854,1.41294,1.18498,1.01557,0.0006536,0.0006536,0.0006536
36,3690.83,1.35607,1.06628,0.93213,0.58477,0.47573,0.54566,0.28456,1.40721,1.22314,0.99721,0.000614,0.000614,0.000614
37,3792.88,1.34509,1.05661,0.933,0.57257,0.52673,0.55262,0.30095,1.36991,1.17547,0.96073,0.0005744,0.0005744,0.0005744
38,3895.16,1.37928,1.06615,0.94329,0.68937,0.54943,0.60105,0.31323,1.35186,1.10056,0.97166,0.0005348,0.0005348,0.0005348
39,3997.46,1.29548,1.00054,0.88088,0.60453,0.54171,0.57887,0.30587,1.31392,1.10504,0.94984,0.0004952,0.0004952,0.0004952
40,4099.63,1.28275,1.04485,0.91827,0.70906,0.53398,0.59643,0.31971,1.34612,1.08978,0.96285,0.0004556,0.0004556,0.0004556
41,4202.59,1.1294,0.85418,0.79007,0.57957,0.55825,0.58284,0.30396,1.33222,1.04354,0.95228,0.000416,0.000416,0.000416
42,4304.11,1.0905,0.84015,0.79098,0.63414,0.53398,0.57913,0.3054,1.34357,1.1419,0.97124,0.0003764,0.0003764,0.0003764
43,4405.45,1.07963,0.78702,0.77364,0.6761,0.43573,0.55783,0.30235,1.35965,1.1966,0.97934,0.0003368,0.0003368,0.0003368
44,4506.7,1.10758,0.80125,0.78571,0.70898,0.48058,0.5932,0.31132,1.34077,1.03497,0.97014,0.0002972,0.0002972,0.0002972
45,4608.38,1.05219,0.73348,0.77344,0.66492,0.48164,0.58385,0.31358,1.34385,1.08716,0.97591,0.0002576,0.0002576,0.0002576
46,4710.01,1.03534,0.70335,0.76396,0.67526,0.5,0.59175,0.31983,1.29839,1.0782,0.94545,0.000218,0.000218,0.000218
47,4811.44,1.03227,0.70542,0.75781,0.72088,0.47573,0.59149,0.31735,1.29207,1.0788,0.94007,0.0001784,0.0001784,0.0001784
48,4912.78,1.08108,0.73503,0.77443,0.69777,0.47573,0.59155,0.31066,1.30861,1.05522,0.95048,0.0001388,0.0001388,0.0001388
49,5013.96,1.02245,0.73027,0.75849,0.68879,0.48348,0.59255,0.32434,1.30162,1.04286,0.95554,9.92e-05,9.92e-05,9.92e-05
50,5115.38,1.04667,0.68994,0.76101,0.62542,0.52913,0.59776,0.3138,1.29937,1.03514,0.95317,5.96e-05,5.96e-05,5.96e-05
