epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,120.382,1.97163,7.0428,1.24723,0.64994,0.58252,0.58675,0.26438,1.90864,1.65062,1.32282,0.000395745,0.000395745,0.000395745
2,238.818,1.94756,1.75279,1.28876,0.00217,0.37864,0.00144,0.00055,2.19906,inf,1.56593,0.000787867,0.000787867,0.000787867
3,335.354,2.01304,1.49387,1.35897,0.6007,0.51456,0.54747,0.23909,2.09116,4.07647,1.42137,0.00117207,0.00117207,0.00117207
4,435.293,2.00846,1.37614,1.32624,0.57924,0.55467,0.43675,0.15631,1.9971,5.40954,1.33117,0.00154835,0.00154835,0.00154835
5,528.884,1.94883,1.32765,1.30212,0.61809,0.57282,0.57515,0.25234,1.98423,1.32554,1.30905,0.00191671,0.00191671,0.00191671
6,617.731,1.88602,1.20578,1.25629,0.65302,0.63592,0.60103,0.26987,1.9748,1.65359,1.28171,0.001901,0.001901,0.001901
7,701.68,1.83212,1.19239,1.26736,0.76225,0.48058,0.60109,0.27374,2.00021,1.39726,1.30831,0.0018812,0.0018812,0.0018812
8,781.041,1.8982,1.18314,1.28852,0.6362,0.63592,0.63946,0.28734,1.97873,1.24098,1.2575,0.0018614,0.0018614,0.0018614
9,861.678,1.79145,1.13942,1.20944,0.69983,0.64511,0.65231,0.30193,1.89145,1.73334,1.2515,0.0018416,0.0018416,0.0018416
10,953.184,1.74538,1.00764,1.21772,0.61552,0.63107,0.61217,0.28038,1.94693,1.24052,1.29296,0.0018218,0.0018218,0.0018218
