epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,110.097,1.50168,5.4864,0.96399,0.13265,0.20566,0.08837,0.03742,1.72909,5.77464,1.34825,0.000665331,0.000665331,0.000665331
2,212.976,1.62084,1.8581,1.01574,0.40673,0.2767,0.26616,0.11304,1.81618,2.08689,1.21602,0.00130562,0.00130562,0.00130562
3,315.165,1.68309,1.88465,1.07251,0.55772,0.26935,0.2946,0.10388,1.87874,1.88128,1.23598,0.00191952,0.00191952,0.00191952
4,416.906,1.61908,2.0588,1.05352,0.51662,0.3301,0.3477,0.16146,1.60406,1.89315,1.1197,0.0018812,0.0018812,0.0018812
5,518.722,1.56333,1.7424,1.00439,0.43936,0.35922,0.34252,0.16291,1.62985,1.7459,1.12547,0.0018416,0.0018416,0.0018416
6,620.357,1.54264,2.69162,1.00862,0.47581,0.30405,0.31556,0.12258,1.75137,1.76235,1.13049,0.001802,0.001802,0.001802
7,721.6,1.453,1.52806,0.9583,0.48581,0.2767,0.27188,0.11308,1.66441,1.89278,1.15463,0.0017624,0.0017624,0.0017624
8,823.002,1.44763,1.44016,0.9584,0.44619,0.26987,0.32747,0.16152,1.61152,1.62947,1.08862,0.0017228,0.0017228,0.0017228
9,924.152,1.44313,1.48539,0.97577,0.48542,0.26699,0.32869,0.17349,1.51383,1.59883,1.05906,0.0016832,0.0016832,0.0016832
10,1025.58,1.49046,1.45623,0.9741,0.59572,0.37864,0.4048,0.18283,1.5511,1.73681,1.09473,0.0016436,0.0016436,0.0016436
11,1127.07,1.44432,1.43024,0.94661,0.56341,0.37864,0.41194,0.18133,1.65077,1.45027,1.11268,0.001604,0.001604,0.001604
12,1228.43,1.42978,1.38099,0.95128,0.75472,0.35922,0.40239,0.18916,1.67989,1.56764,1.19375,0.0015644,0.0015644,0.0015644
13,1329.65,1.28607,1.27114,0.86882,0.51335,0.32039,0.35213,0.17982,1.56245,1.7209,1.06847,0.0015248,0.0015248,0.0015248
14,1430.98,1.41197,1.3675,0.91831,0.44367,0.43204,0.4398,0.20754,1.51787,1.3235,1.0473,0.0014852,0.0014852,0.0014852
15,1532.25,1.30778,1.20953,0.88088,0.50167,0.38835,0.45383,0.22183,1.48615,1.4039,1.04047,0.0014456,0.0014456,0.0014456
16,1635.74,1.33301,1.23598,0.8857,0.56561,0.37379,0.4408,0.21655,1.57397,1.50636,1.06642,0.001406,0.001406,0.001406
17,1740.57,1.24359,1.19714,0.8405,0.56074,0.39661,0.4412,0.2158,1.49199,1.53674,1.0417,0.0013664,0.0013664,0.0013664
18,1845.86,1.35143,1.23863,0.89129,0.53491,0.40777,0.4665,0.24151,1.44979,1.40129,1.0179,0.0013268,0.0013268,0.0013268
19,1952.06,1.27018,1.16874,0.85485,0.48009,0.36758,0.41403,0.21302,1.58439,1.59304,1.07657,0.0012872,0.0012872,0.0012872
20,2056.85,1.27668,1.14376,0.86722,0.52542,0.38835,0.4498,0.23367,1.46411,1.45568,1.03658,0.0012476,0.0012476,0.0012476
21,2162.25,1.2896,1.11446,0.86639,0.60346,0.42718,0.48306,0.24442,1.48558,1.43939,1.03296,0.001208,0.001208,0.001208
22,2267.27,1.2679,1.18789,0.84576,0.5787,0.42233,0.48052,0.22979,1.47495,1.26836,0.99637,0.0011684,0.0011684,0.0011684
23,2370.54,1.25459,1.15387,0.84986,0.6997,0.35922,0.46276,0.22319,1.55018,1.42235,1.06478,0.0011288,0.0011288,0.0011288
24,2475.38,1.2582,1.1056,0.86867,0.62915,0.46117,0.51981,0.25866,1.41395,1.22589,0.97835,0.0010892,0.0010892,0.0010892
25,2579.25,1.23062,1.09104,0.85952,0.64879,0.42233,0.52059,0.2427,1.45934,1.27734,0.99588,0.0010496,0.0010496,0.0010496
26,2684.83,1.18642,1.02862,0.81211,0.58754,0.46117,0.53835,0.25829,1.4199,1.23587,0.98021,0.00101,0.00101,0.00101
27,2789.57,1.14504,1.02197,0.78695,0.59346,0.46117,0.51219,0.25332,1.4551,1.26603,0.99747,0.0009704,0.0009704,0.0009704
28,2894.36,1.289,1.08288,0.86262,0.6048,0.41603,0.48409,0.2415,1.4214,1.46401,0.97561,0.0009308,0.0009308,0.0009308
29,2998.49,1.20296,1.03657,0.82368,0.60797,0.40291,0.48725,0.25083,1.42243,1.36297,0.98361,0.0008912,0.0008912,0.0008912
30,3106.77,1.18732,0.97001,0.80896,0.55704,0.4466,0.506,0.25933,1.40932,1.36328,0.97438,0.0008516,0.0008516,0.0008516
31,3211.17,1.1919,1.02803,0.8156,0.66676,0.4466,0.52869,0.24714,1.33927,1.22371,0.93798,0.000812,0.000812,0.000812
