epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,119.399,2.09938,6.65891,1.27357,0.51516,0.35235,0.38059,0.15676,1.97101,14.8671,1.49588,0.000662983,0.000662983,0.000662983
2,218.418,2.19577,1.76277,1.3576,0.44756,0.46632,0.37813,0.15913,nan,nan,nan,0.00131649,0.00131649,0.00131649
3,343.142,2.13938,1.58309,1.33234,0.51894,0.50777,0.44401,0.20658,1.97294,14.0419,1.50127,0.00195679,0.00195679,0.00195679
4,463.732,2.00309,1.47524,1.27842,0.60518,0.53886,0.51957,0.21183,1.9711,1.53395,1.47829,0.0019406,0.0019406,0.0019406
5,568.575,1.95972,1.30649,1.2654,0.67524,0.56995,0.57865,0.22282,1.85133,2.01418,1.41286,0.0019208,0.0019208,0.0019208
6,675.669,1.91378,1.34215,1.24312,0.67801,0.54922,0.5742,0.2773,1.8167,1.47569,1.46697,0.001901,0.001901,0.001901
7,789.639,1.89576,1.22728,1.24616,0.66037,0.53886,0.57569,0.2604,1.84464,1.50195,1.5132,0.0018812,0.0018812,0.0018812
8,891.565,1.87943,1.26272,1.22324,0.67852,0.55959,0.6116,0.27905,1.79309,1.33605,1.38539,0.0018614,0.0018614,0.0018614
9,1051.72,1.79495,1.23168,1.17983,0.66295,0.58549,0.60238,0.26298,1.65374,1.38187,1.26363,0.0018416,0.0018416,0.0018416
10,1216.79,1.80871,1.11982,1.2118,0.65723,0.63731,0.62006,0.28758,1.8082,1.27256,1.3383,0.0018218,0.0018218,0.0018218
11,1378.42,1.80228,1.09798,1.20049,0.7019,0.58031,0.65011,0.29538,1.68724,1.24982,1.28437,0.001802,0.001802,0.001802
12,1532.91,1.79459,1.1421,1.16898,0.69965,0.57513,0.6241,0.28423,1.66603,1.26366,1.27401,0.0017822,0.0017822,0.0017822
13,1682.78,1.68922,1.06882,1.1463,0.68444,0.58439,0.62327,0.30351,1.7578,1.29839,1.32052,0.0017624,0.0017624,0.0017624
14,1837.63,1.71444,1.07831,1.13942,0.73249,0.65803,0.65297,0.30347,1.77053,1.33256,1.31617,0.0017426,0.0017426,0.0017426
15,2014.09,1.66762,1.00754,1.13472,0.74097,0.71143,0.71262,0.34353,1.68214,1.18705,1.31116,0.0017228,0.0017228,0.0017228
